"ChEMBL ID;    ""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""Polar Surface Area"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX Acidic pKa"";""CX Basic pKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA (Lipinski)"";""HBD (Lipinski)"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Np Likeness Score"";""Molecular Species"";""Molecular Formula"";""Smiles"";""Inchi Key""",,,,,,,,,,,,,
"CHEMBL612;""DEXTROAMPHETAMINE"";""AMFETAMINE", (S)-|AMPHETAMINE," D-|D-AMPHETAMINE|DEXAMFETAMINE|DEXAMPHETAMINE|DEXIDRINE|DEXTROAMPHETAMINE|DEXTROAMPHETAMINE RESIN COMPLEX|Dexampex|Dexamphetamine|Dexedrine|Dextrostat|Ferndex|NSC-73713|XELSTRYM"";""Small molecule"";""4.0"";""135.21"";""28"";""115"";""1.58"";""26.02"";""1"";""1"";""0"";""2"";""Y"";""0.65"";""None"";""10.01"";""1.80"";""-0.67"";""1"";""MOL"";""0"";""10"";""1"";""2"";""0"";""135.1048"";""-0.02"";""BASE"";""C9H13N"";""C[C@H](N)Cc1ccccc1"";""KWTSXDURSIMDCE-QMMMGPOBSA-N""",,,,,,,,,,,
"CHEMBL237500;""LINAGLIPTIN"";""BI 1356|BI 1356 BS|BI-1356|BI-1356-BS|BI-1356BS|BS 1356 BS|BS-1356-BS|LINAGLIPTIN|TRADJENTA|TRAJENTA|TRAZENTA"";""Small molecule"";""4.0"";""472.55"";""37"";""177"";""1.15"";""116.86"";""10"";""1"";""0"";""4"";""N"";""0.44"";""None"";""9.86"";""2.80"";""0.41"";""4"";""MOL"";""0"";""35"";""10"";""2"";""0"";""472.2335"";""-1.31"";""BASE"";""C25H28N8O2"";""CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C"";""LTXREWYXXSTFRX-QGZVFWFLSA-N""",,,,,,,,,,,,,
"CHEMBL30;""CIMETIDINE"";""ACID-EZE|ACILOC|ACINIL|ACITAK 200|ACITAK 400|ACITAK 800|BRUMETIDINA|Brumetadina|CIMAL|CIMETIDINE|CIMETIDINUM|DYSPAMET|GALENAMET|GASTROMET|KENTAMET|NSC-335308|PEPTIMAX 200|PEPTIMAX 400|PEPTIMAX 800|SKF-92334|STOMEDINE|TAGADINE|TAGAMET 100|TAGAMET HB|TAGAMET HB 200|Tagamet|ULCEDIN|ULCIMET|ULCOMEDINA|ULTEC|Valmagen|ZITA"";""Small molecule"";""4.0"";""252.35"";""273"";""2797"";""0.60"";""88.89"";""4"";""3"";""0"";""5"";""N"";""0.23"";""13.38"";""6.91"";""-0.11"";""-0.22"";""1"";""MOL"";""0"";""17"";""6"";""3"";""0"";""252.1157"";""-1.18"";""NEUTRAL"";""C10H16N6S"";""CN/C(=N\CCSCc1nc[nH]c1C)NC#N"";""AQIXAKUUQRKLND-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1395;""METHYLTESTOSTERONE"";""17-METHYLTESTOSTERONE|ANDROID 10|ANDROID 25|ANDROID 5|CDB-110|L 589.372|L-589.372|L-589372|METHYLTESTOSTERONE|METHYLTESTOSTERONE CIII|Metandren|Methitest|Methyltestosterone|NSC-139965|NSC-9701|ORETON METHYL|OXANDROLONE IMPURITY"," METHYLTESTOSTERONE-|Oreton|PERANDREN|PLEX HORMONE|POTENSAN FTE|RU 24400|RU-24400|TESTOVIS|Testred|U-2842|VIRILON"";""Small molecule"";""4.0"";""302.46"";""136"";""2045"";""4.27"";""37.30"";""2"";""1"";""0"";""0"";""N"";""0.73"";""None"";""None"";""3.65"";""3.65"";""0"";""MOL"";""0"";""22"";""2"";""1"";""0"";""302.2246"";""2.12"";""NEUTRAL"";""C20H30O2"";""C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O"";""GCKMFJBGXUYNAG-HLXURNFRSA-N""",,,,,,,,,,,,
"CHEMBL21333;""PRANLUKAST"";""AZLAIRE|CCN 00401|CCN-00401|ONO 1078|ONO-1078|PRANLUKAST|RS 411|RS-411|SB 205312|SB-205312"";""Small molecule"";""3.0"";""481.51"";""53"";""237"";""4.63"";""123.00"";""7"";""2"";""0"";""9"";""N"";""0.29"";""1.73"";""None"";""4.44"";""2.83"";""5"";""MOL"";""0"";""36"";""9"";""2"";""0"";""481.1750"";""-0.89"";""ACID"";""C27H23N5O4"";""O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1"";""NBQKINXMPLXUET-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1431;""METFORMIN"";""LA-6023|METFORMIN|METFORMIN EXTENDED RELEASE|Metformin"";""Small molecule"";""4.0"";""129.17"";""732"";""2821"";""-1.03"";""88.99"";""2"";""4"";""0"";""0"";""N"";""0.25"";""None"";""12.33"";""-0.92"";""-5.62"";""0"";""MOL"";""0"";""9"";""5"";""5"";""0"";""129.1014"";""0.07"";""BASE"";""C4H11N5"";""CN(C)C(=N)NC(=N)N"";""XZWYZXLIPXDOLR-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL473159;""PHLOROGLUCINOL"";""BENEZENE-1",3,"5-TRIOL|DILOSPAN S|NSC-1572|PHLOROGLUCIN|PHLOROGLUCINOL|Phloroglucinol|SPASFON|SPASFON-LYOC|SYM-TRIHYDROXYBENZENE"";""Small molecule"";""4.0"";""126.11"";""16"";""34"";""0.80"";""60.69"";""3"";""3"";""0"";""0"";""N"";""0.48"";""9.13"";""None"";""1.06"";""1.05"";""1"";""MOL"";""0"";""9"";""3"";""3"";""0"";""126.0317"";""0.77"";""NEUTRAL"";""C6H6O3"";""Oc1cc(O)cc(O)c1"";""QCDYQQDYXPDABM-UHFFFAOYSA-N""",,,,,,,,,,,
"CHEMBL70972;""SERATRODAST"";""A-73001|AA-2414|ABBOTT 73001|ABBOTT-73001|ABT-001|BRONICA|NSC-759640|SERATRODAST"";""Small molecule"";""-1.0"";""354.45"";""41"";""156"";""4.61"";""71.44"";""3"";""1"";""0"";""8"";""N"";""0.55"";""4.30"";""None"";""5.37"";""2.41"";""1"";""MOL"";""0"";""26"";""4"";""1"";""0"";""354.1831"";""0.70"";""ACID"";""C22H26O4"";""CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O"";""ZBVKEHDGYSLCCC-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1043;""DAPSONE"";""ACZONE|DAPSONE|DAPSONUM|DIAMINODIPHENYLSULFONE|DIAPHENYLSULFONE|Diaphenylsulfone|J04BA02|NOVOPHONE|NSC-6091|NSC-6091D|SERVIDAPSON"";""Small molecule"";""4.0"";""248.31"";""71"";""229"";""1.68"";""86.18"";""4"";""2"";""0"";""2"";""N"";""0.79"";""None"";""2.39"";""1.27"";""1.27"";""2"";""MOL"";""0"";""17"";""4"";""4"";""0"";""248.0619"";""-0.74"";""NEUTRAL"";""C12H12N2O2S"";""Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1"";""MQJKPEGWNLWLTK-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL476960;""VOGLIBOSE"";""A-71100|AO-128|Basen|Glustat|VOGLIBOSE"";""Small molecule"";""3.0"";""267.28"";""16"";""57"";""-4.49"";""153.64"";""8"";""8"";""1"";""5"";""N"";""0.25"";""12.46"";""7.66"";""-4.85"";""-5.30"";""0"";""MOL"";""0"";""18"";""8"";""8"";""1"";""267.1318"";""1.70"";""NEUTRAL"";""C10H21NO7"";""OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O"";""FZNCGRZWXLXZSZ-CIQUZCHMSA-N""",,,,,,,,,,,,,
"CHEMBL1490;""TRIHEXYPHENIDYL"";""APO-TRIHEX|NSC-12268|TRIHEXYPHENIDYL|Trihexyphenidyl"";""Small molecule"";""4.0"";""301.47"";""120"";""786"";""4.33"";""23.47"";""2"";""1"";""0"";""5"";""N"";""0.87"";""13.84"";""9.32"";""4.23"";""2.32"";""1"";""MOL"";""0"";""22"";""2"";""1"";""0"";""301.2406"";""-0.43"";""BASE"";""C20H31NO"";""OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1"";""HWHLPVGTWGOCJO-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1382;""TOLTERODINE"";""BLERONE XL|DETRUSITOL|DETRUSITOL XL|EFFLOSOMYL XL|INCONEX XL|KABI 2234|KABI-2234|MARIOSEA XL|NEDITOL XL|PREBLACON XL|SANTIZOR XL|TOLTERODINE|Tolterodine"";""Small molecule"";""4.0"";""325.50"";""41"";""155"";""5.34"";""23.47"";""2"";""1"";""1"";""7"";""N"";""0.74"";""10.28"";""11.01"";""5.12"";""2.76"";""2"";""MOL"";""0"";""24"";""2"";""1"";""1"";""325.2406"";""-0.36"";""BASE"";""C22H31NO"";""Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1"";""OOGJQPCLVADCPB-HXUWFJFHSA-N""",,,,,,,,,,,,,
"CHEMBL375492;""AMITHIOZONE"";""AMITHIOZONE|CITAZONE|NSC-3550|SQ-2321|TB I-698|THIACETAZONE|THIBONE|THIOACETAZONE|THIOACETAZONUM|THIOCARBAZIL|THIOPARAMIZONE"";""Small molecule"";""2.0"";""236.30"";""18"";""51"";""0.81"";""79.51"";""3"";""3"";""0"";""3"";""N"";""0.41"";""11.71"";""2.49"";""0.90"";""0.90"";""1"";""MOL"";""0"";""16"";""5"";""4"";""0"";""236.0732"";""-2.17"";""NEUTRAL"";""C10H12N4OS"";""CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1"";""SRVJKTDHMYAMHA-WUXMJOGZSA-N""",,,,,,,,,,,,,
"CHEMBL4802233;""ROXATIDINE"";""DESACETYL-TZU-0460|ROXATIDINE|ROXIT"";""Small molecule"";""-1.0"";""306.41"";"""";"""";""1.55"";""61.80"";""4"";""2"";""0"";""8"";""N"";""0.72"";""13.62"";""8.74"";""0.87"";""-0.49"";""1"";""MOL"";""0"";""22"";""5"";""2"";""0"";""306.1943"";""-1.23"";""BASE"";""C17H26N2O3"";""O=C(CO)NCCCOc1cccc(CN2CCCCC2)c1"";""BCCREUFCSIMJFS-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL88055;""RIMITEROL"";""RIMITEROL"";""Small molecule"";""4.0"";""223.27"";""4"";""8"";""1.27"";""72.72"";""4"";""4"";""0"";""2"";""N"";""0.57"";""9.74"";""8.93"";""0.44"";""-0.78"";""1"";""MOL"";""0"";""16"";""4"";""4"";""0"";""223.1208"";""1.34"";""BASE"";""C12H17NO3"";""Oc1ccc(C(O)C2CCCCN2)cc1O"";""IYMMESGOJVNCKV-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL2219418;""NALOXEGOL"";""AZ-13337019|MOVENTIG|NALOXEGOL|NKTR-118"";""Small molecule"";""4.0"";""651.79"";""1"";""1"";""1.86"";""126.77"";""12"";""2"";""2"";""24"";""N"";""0.13"";""10.13"";""8.54"";""1.36"";""0.34"";""1"";""MOL"";""0"";""46"";""12"";""2"";""2"";""651.3619"";""0.92"";""BASE"";""C34H53NO11"";""C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5"";""XNKCCCKFOQNXKV-ZRSCBOBOSA-N""",,,,,,,,,,,,,
"CHEMBL1477;""CERIVASTATIN"";""Baycol|CERIVASTATIN|Cerivastatin|LIPOBAY|Lipobay"";""Small molecule"";""4.0"";""459.56"";""134"";""1043"";""4.88"";""99.88"";""5"";""3"";""0"";""11"";""N"";""0.44"";""4.05"";""5.58"";""2.67"";""1.15"";""2"";""MOL"";""0"";""33"";""6"";""3"";""0"";""459.2421"";""0.33"";""ACID"";""C26H34FNO5"";""COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1"";""SEERZIQQUAZTOL-ANMDKAQQSA-N""",,,,,,,,,,,,,
"CHEMBL2009696;""TRAXANOX"";""TRAXANOX"";""Small molecule"";""-1.0"";""299.68"";"""";"""";""2.17"";""97.56"";""6"";""1"";""0"";""1"";""N"";""0.54"";""4.28"";""1.72"";""2.22"";""0.62"";""4"";""MOL"";""0"";""21"";""7"";""1"";""0"";""299.0210"";""-1.29"";""ACID"";""C13H6ClN5O2"";""O=c1c2cccnc2oc2c(Cl)cc(-c3nnn[nH]3)cc12"";""MLCGWPUVZKTVLO-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5181146;"""";"""";"""";"""";""414.77"";""4"";""4"";""4.26"";""62.06"";""6"";""0"";""0"";""5"";""N"";""0.58"";""None"";""3.31"";""3.61"";""3.61"";""3"";""MOL"";""0"";""28"";""6"";""0"";""0"";""414.0594"";""-0.84"";""NEUTRAL"";""C18H14ClF3N2O4"";""COc1cc(C(=O)c2cn3cc(Cl)cc(C(F)(F)F)c3n2)cc(OC)c1OC"";""CJBFKNCZOKPAOO-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1200818;"""";"""";""Small molecule"";"""";""333.29"";""1"";""1"";""0.35"";""72.72"";""4"";""4"";""0"";""3"";""N"";""0.51"";""9.69"";""8.91"";""-0.43"";""-1.63"";""1"";""MOL"";""-1"";""13"";""4"";""4"";""0"";""183.0895"";""1.12"";""BASE"";""C13H19NO9"";""CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O"";""YLXIPWWIOISBDD-NDAAPVSOSA-N""",,,,,,,,,,,,,
"CHEMBL1201836;""OFATUMUMAB"";""2F2|ARZERRA|GSK-1841157|GSK1841157|HUMAX-CD20|HUMAX-CD20 2F2|HUMAX-CD20"," 2F2|HUMAX-CD20-2F2|OFATUMUMAB"";""Antibody"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,
"CHEMBL2109410;""TB-402"";""TB-402"";""Antibody"";""2.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL636;""RIVASTIGMINE"";""ALZEST|ELUDEN|ENA-713|ENA-713D|ERASTIG|Exelon|KERSTIPON|NIMVASTID|ONO-2540|PROMETAX|RIVASTIGMINE|RIVASTIGMINE HEXAL|RIVASTIGMINE SANDOZ|RIVASTIGMINE TEVA|SDZ-212-713|SDZ-212713|SDZ-ENA-713|SOMNITON|VOLEZE"";""Small molecule"";""4.0"";""250.34"";""45"";""455"";""2.76"";""32.78"";""3"";""0"";""0"";""4"";""N"";""0.82"";""None"";""8.80"";""2.41"";""1.00"";""1"";""MOL"";""0"";""18"";""4"";""0"";""0"";""250.1681"";""-0.98"";""BASE"";""C14H22N2O2"";""CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1"";""XSVMFMHYUFZWBK-NSHDSACASA-N""",,,,,,,,,,,,,
"CHEMBL1169;""AMINOSALICYLIC ACID"";""4-AMINOSALICYLIC ACID|AMINOSALICYLATE|AMINOSALICYLIC ACID|AMINOSALICYLIC ACID RESIN COMPLEX|Aminosalicylic Acid|BENZOIC ACID"," 4-AMINO-2-HYDROXY-|GRANUPAS|NSC-2083|P-AMINOSALICYLIC ACID|PARA-AMINOSALICYLIC ACID|PAS|Parasal|Paser|Paskalium|REZIPAS|Teebacin"";""Small molecule"";""4.0"";""153.14"";""166"";""853"";""0.67"";""83.55"";""3"";""3"";""0"";""1"";""N"";""0.52"";""3.68"";""2.19"";""0.83"";""-2.23"";""1"";""MOL"";""0"";""11"";""4"";""4"";""0"";""153.0426"";""0.24"";""ACID"";""C7H7NO3"";""Nc1ccc(C(=O)O)c(O)c1"";""WUBBRNOQWQTFEX-UHFFFAOYSA-N""",,,,,,,,,,,,
"CHEMBL517712;""ATROPINE"";""ATROPINE|ATROPINE (AUTOINJECTOR)|ATROPINUM|Atroject|Atropen|Atrophate|Atropine|DL-HYOSCYAMINE|Isopto Atropine"";""Small molecule"";""4.0"";""289.38"";""196"";""1165"";""1.93"";""49.77"";""4"";""1"";""0"";""4"";""N"";""0.86"";""None"";""9.39"";""1.57"";""-0.41"";""1"";""MOL"";""0"";""21"";""4"";""1"";""0"";""289.1678"";""0.79"";""BASE"";""C17H23NO3"";""CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2"";""RKUNBYITZUJHSG-SPUOUPEWSA-N""",,,,,,,,,,,,,
"CHEMBL256997;""ATALUREN"";""ATALUREN|PTC-124|PTC124|TRANSLARNA"";""Small molecule"";""4.0"";""284.25"";""27"";""109"";""3.24"";""76.22"";""4"";""1"";""0"";""3"";""N"";""0.80"";""3.90"";""None"";""3.92"";""0.68"";""3"";""MOL"";""0"";""21"";""5"";""1"";""0"";""284.0597"";""-1.72"";""ACID"";""C15H9FN2O3"";""O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1"";""OOUGLTULBSNHNF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1743052;""OPORTUZUMAB MONATOX"";""4D5MOCB-ETA|OPORTUZUMAB MONATOX|PROXINIUM|Proxinium"," Vicinium|VB4-845|VICINIUM|Vicineum|XD60E5X7FI"";""Antibody"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,
"CHEMBL3039566;""SUCROFERRIC OXYHYDROXIDE"";""PA21|SUCROFERRIC OXYHYDROXIDE"";""Unknown"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL4298124;""DOSTARLIMAB"";""DOSTARLIMAB|DOSTARLIMAB GXLY|DOSTARLIMAB-GXLY|GSK-4057190|GSK4057190|Jemperli|TSR 042|TSR-042|WBP-285"";""Antibody"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""SEQ"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL4297840;""TISLELIZUMAB"";""BGB-A317|BGN-1|BGN1|JHL-2108|JHL2108|TISLELIZUMAB"";""Antibody"";""3.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2107841;""ALBIGLUTIDE"";""ALBIGLUTIDE|ALBIGLUTIDE (GENETICAL RECOMBINATION)|EPERZAN|GSK-716155|GSK716155|TANZEUM"";""Protein"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL2109027;""BROMELAINS"";""ANANASE|BROMELAIN|BROMELAINS|BROMELIN|DEBRIDASE|E-1101(III)|EDEMASE D|EXTRANASE|INS NO.1101(III)|INS-1101(III)|PINASE|PINEAPPLE ENZYME|TRAUMANASE"";""Unknown"";""4.0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""NONE"";""0"";"""";"""";"""";"""";"""";"""";"""";"""";"""";""""",,,,,,,,,,,,,
"CHEMBL5177213;"""";"""";"""";"""";""400.44"";""6"";""28"";""4.57"";""73.67"";""6"";""1"";""0"";""5"";""N"";""0.47"";""None"";""2.26"";""3.23"";""3.23"";""5"";""MOL"";""0"";""30"";""7"";""1"";""0"";""400.1535"";""-0.77"";""NEUTRAL"";""C23H20N4O3"";""COc1cc(-c2nccn3cc(-c4ccc5[nH]ccc5c4)nc23)cc(OC)c1OC"";""XGURHMRINASWSW-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL5176002;"""";"""";"""";"""";""376.42"";""4"";""4"";""3.67"";""83.90"";""7"";""1"";""0"";""5"";""N"";""0.54"";""None"";""3.47"";""2.31"";""2.31"";""4"";""MOL"";""0"";""28"";""7"";""2"";""0"";""376.1535"";""-0.77"";""NEUTRAL"";""C21H20N4O3"";""COc1cc(-c2nccn3cc(-c4ccc(N)cc4)nc23)cc(OC)c1OC"";""DPNGOHMFUSOTED-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1229780;""TRIBENURON METHYL"";""Tribenuron Methyl"";""Small molecule"";"""";""395.40"";""10"";""16"";""0.51"";""140.68"";""9"";""1"";""0"";""5"";""N"";""0.72"";""3.41"";""None"";""1.95"";""0.89"";""2"";""MOL"";""-1"";""27"";""11"";""1"";""1"";""395.0900"";""-1.32"";""ACID"";""C15H17N5O6S"";""COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1"";""VLCQZHSMCYCDJL-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL116583;""CARBIMIDE"";""ISOCYANIC ACID (HNCO)|Methanediylidenediamine"";""Small molecule"";""-1.0"";""42.04"";""1"";""1"";""0.32"";""47.70"";""2"";""2"";""0"";""0"";""Y"";""0.37"";""None"";""3.56"";""-0.25"";""-0.25"";""0"";""MOL"";""0"";""3"";""2"";""2"";""0"";""42.0218"";""0.06"";""NEUTRAL"";""CH2N2"";""N=C=N"";""VPKDCDLSJZCGKE-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1503;""OMEPRAZOLE"";""Antra|H 168/68|H-168/68|LOSEC|LOSEC MUPS|MEZZOPRAM|MOPRAL|NSC-751450|NSC-759192|OMEPRAZOLE|OMERAN|Prilosec|ZANPROL"";""Small molecule"";""4.0"";""345.42"";""211"";""2919"";""2.90"";""83.09"";""5"";""1"";""0"";""5"";""N"";""0.72"";""9.68"";""4.77"";""2.43"";""2.43"";""3"";""MOL"";""0"";""24"";""6"";""1"";""0"";""345.1147"";""-0.69"";""NEUTRAL"";""C17H19N3O3S"";""COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1"";""SUBDBMMJDZJVOS-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL301265;""PRAMIPEXOLE"";""MIRAPEXIN|NELIPRAX|NSC-760426|OPRYMEA|PIPEXUS|PRAMIPEXOLE|SUD-919CL2Y|SUD919CL2Y|U-98528E"";""Small molecule"";""4.0"";""211.33"";""75"";""336"";""1.58"";""50.94"";""4"";""2"";""0"";""3"";""N"";""0.80"";""None"";""10.31"";""1.76"";""-0.98"";""1"";""MOL"";""0"";""14"";""3"";""3"";""0"";""211.1143"";""-1.42"";""BASE"";""C10H17N3S"";""CCCN[C@H]1CCc2nc(N)sc2C1"";""FASDKYOPVNHBLU-ZETCQYMHSA-N""",,,,,,,,,,,,,
"CHEMBL657;""DIPHENHYDRAMINE"";""Antitussive|Beldin|Belix|Benadryl|Benylin|DIPHENHDYRA|DIPHENHYDRAMINE|Dibenil|Diphen|Diphenhydramine|Hydramine|RESTAMIN|Silphen"";""Small molecule"";""4.0"";""255.36"";""162"";""976"";""3.35"";""12.47"";""2"";""0"";""0"";""6"";""N"";""0.78"";""None"";""8.87"";""3.65"";""2.17"";""2"";""MOL"";""0"";""19"";""2"";""0"";""0"";""255.1623"";""-0.52"";""BASE"";""C17H21NO"";""CN(C)CCOC(c1ccccc1)c1ccccc1"";""ZZVUWRFHKOJYTH-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL1256958;""EPINEPHRINE BITARTRATE"";""(-)-Epinephrine Bitartrate|ADRENALIN TARTRATE|ADRENALINE (AS TARTRATE)|ADRENALINE ACID TARTRATE|ADRENALINE BITARTATE|ADRENALINE BITARTRATE|BRONITIN MIST|Bronitin|EPINEPHRINE BITARTRATE|EPINEPHRINE D-BITARTRATE|EPINEPHRINE HYDROGEN TARTRATE|EPINEPHRINE TARTRATE|EPINEPHRINI HYDROGENOTARTRAS|L-EPINEPHRINE HYDROGEN TARTRATE|Medihaler-epi|NSC-756755"";""Small molecule"";""4.0"";""333.29"";""46"";""82"";""0.35"";""72.72"";""4"";""4"";""0"";""3"";""N"";""0.51"";""9.69"";""8.91"";""-0.43"";""-1.63"";""1"";""MOL"";""0"";""13"";""4"";""4"";""0"";""183.0895"";""1.12"";""BASE"";""C13H19NO9"";""CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O"";""YLXIPWWIOISBDD-FVGYRXGTSA-N""",,,,,,,,,,,,,
"CHEMBL817;""TOLAZAMIDE"";""NSC-70762|TOLAZAMIDE|Tolinase|U-17835"";""Small molecule"";""4.0"";""311.41"";""160"";""696"";""1.77"";""78.51"";""4"";""2"";""0"";""3"";""N"";""0.89"";""4.07"";""1.61"";""1.91"";""0.97"";""1"";""MOL"";""0"";""21"";""6"";""2"";""0"";""311.1304"";""-1.26"";""ACID"";""C14H21N3O3S"";""Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1"";""OUDSBRTVNLOZBN-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL744;""RILUZOLE"";""BHV-0223|EXSERVAN|NSC-753433|NSC-759823|RILUZOLE|RP 54274|RP-54274|Rilutek|TEGLUTIK|TIGLUTIK|TIGLUTIK KIT"";""Small molecule"";""4.0"";""234.20"";""194"";""576"";""2.78"";""48.14"";""4"";""1"";""0"";""1"";""N"";""0.82"";""None"";""4.57"";""3.40"";""3.40"";""2"";""MOL"";""0"";""15"";""3"";""2"";""0"";""234.0075"";""-2.02"";""NEUTRAL"";""C8H5F3N2OS"";""Nc1nc2ccc(OC(F)(F)F)cc2s1"";""FTALBRSUTCGOEG-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL9967;""PIRENZEPINE"";""ACI-91|GASTRI P|GASTROZEPIN|PIRENZEPINE"";""Small molecule"";""4.0"";""351.41"";""52"";""304"";""1.56"";""68.78"";""5"";""1"";""0"";""2"";""N"";""0.89"";""None"";""7.20"";""0.97"";""0.76"";""2"";""MOL"";""0"";""26"";""7"";""1"";""0"";""351.1695"";""-1.04"";""NEUTRAL"";""C19H21N5O2"";""CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1"";""RMHMFHUVIITRHF-UHFFFAOYSA-N""",,,,,,,,,,,,,
"CHEMBL3707298;""MAGNESIUM PEROXIDE"";""DRILLOX M|MAGNESIUM DIOXIDE|MAGNESIUM PERHYDROL|MAGNESIUM PEROXIDE|MAGNESIUM SUPEROXOL"";""Small molecule"";""-1.0"";""56.30"";"""";"""";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""None"";""MOL"";""1"";""None"";""None"";""None"";""None"";""55.9749"";""None"";""None"";""MgO2"";""[Mg+2].[O-][O-]"";""SPAGIJMPHSUYSE-UHFFFAOYSA-N""",,,,,,,,,,,,,
